45, 14.67381, 0.7508823,test
46, 5.802536, 0.4045362,test
47, 15.596, 0.4842173,test
48, 13.0443, 0.5128664,test
49, 4.804049, 0.6974473,test
50, 22.22998, 0.7772303,test
51, 4.163769, 0.4099126,test
52, 21.8213, 0.7888492,test
53, 9.572529, 0.4812728,test
54, 15.81756, 0.5100736,test
55, 6.829895, 0.3728989,test
56, 12.73321, 0.5146056,test
57, 4.050209, 0.7149134,test
58, 5.548489, 0.7204792,test
59, 13.06003, 0.50109,test
60, 4.158393, 0.4310159,test
61, 6.566689, 0.3722666,test
62, 20.95131, 0.757766,test
63, 5.816666, 0.3699601,test
64, 3.155904, 0.7033792,test
65, 3.457541, 0.3592524,test
66, 7.447236, 0.4184439,test
